title,link
Penciclovir,https://en.wikipedia.org/wiki/Penciclovir
Peramivir,https://en.wikipedia.org/wiki/Peramivir
Podophyllotoxin,https://en.wikipedia.org/wiki/Podophyllotoxin
Raltegravir,https://en.wikipedia.org/wiki/Raltegravir
Remdesivir,https://en.wikipedia.org/wiki/Remdesivir
Ribavirin,https://en.wikipedia.org/wiki/Ribavirin
Rilpivirine,https://en.wikipedia.org/wiki/Rilpivirine
Rimantadine,https://en.wikipedia.org/wiki/Rimantadine
Ritonavir,https://en.wikipedia.org/wiki/Ritonavir
Saquinavir,https://en.wikipedia.org/wiki/Saquinavir
Sofosbuvir,https://en.wikipedia.org/wiki/Sofosbuvir
Stavudine,https://en.wikipedia.org/wiki/Stavudine
Telaprevir,https://en.wikipedia.org/wiki/Telaprevir
Tenofovir alafenamide,https://en.wikipedia.org/wiki/Tenofovir_alafenamide
Tenofovir disoproxil,https://en.wikipedia.org/wiki/Tenofovir_disoproxil
Tipranavir,https://en.wikipedia.org/wiki/Tipranavir
Trifluridine,https://en.wikipedia.org/wiki/Trifluridine
Trizivir,https://en.wikipedia.org/wiki/Trizivir
Truvada,https://en.wikipedia.org/wiki/Truvada
Valaciclovir,https://en.wikipedia.org/wiki/Valaciclovir
Valganciclovir,https://en.wikipedia.org/wiki/Valganciclovir
Vidarabine,https://en.wikipedia.org/wiki/Vidarabine
Zalcitabine,https://en.wikipedia.org/wiki/Zalcitabine
Zanamivir,https://en.wikipedia.org/wiki/Zanamivir
Zidovudine,https://en.wikipedia.org/wiki/Zidovudine
Amikacin,https://en.wikipedia.org/wiki/Amikacin
Gentamicin,https://en.wikipedia.org/wiki/Gentamicin
Kanamycin,https://en.wikipedia.org/wiki/Kanamycin
Neomycin,https://en.wikipedia.org/wiki/Neomycin
Netilmicin,https://en.wikipedia.org/wiki/Netilmicin
Tobramycin,https://en.wikipedia.org/wiki/Tobramycin
Paromomycin,https://en.wikipedia.org/wiki/Paromomycin
Streptomycin,https://en.wikipedia.org/wiki/Streptomycin
Spectinomycin,https://en.wikipedia.org/wiki/Spectinomycin
Ertapenem,https://en.wikipedia.org/wiki/Ertapenem
Doripenem,https://en.wikipedia.org/wiki/Doripenem
Imipenem,https://en.wikipedia.org/wiki/Imipenem
Meropenem,https://en.wikipedia.org/wiki/Meropenem
Cefadroxil,https://en.wikipedia.org/wiki/Cefadroxil
Cefazolin,https://en.wikipedia.org/wiki/Cefazolin
Cephradine,https://en.wikipedia.org/wiki/Cephradine
Cephapirin,https://en.wikipedia.org/wiki/Cephapirin
Cephalothin,https://en.wikipedia.org/wiki/Cephalothin
Cefalexin,https://en.wikipedia.org/wiki/Cefalexin
Cefaclor,https://en.wikipedia.org/wiki/Cefaclor
Cefoxitin,https://en.wikipedia.org/wiki/Cefoxitin
Cefotetan,https://en.wikipedia.org/wiki/Cefotetan
Cefamandole,https://en.wikipedia.org/wiki/Cefamandole
Cefuroxime,https://en.wikipedia.org/wiki/Cefuroxime
Cefixime,https://en.wikipedia.org/wiki/Cefixime
Cefoperazone,https://en.wikipedia.org/wiki/Cefoperazone
Cefotaxime,https://en.wikipedia.org/wiki/Cefotaxime
Cefpodoxime,https://en.wikipedia.org/wiki/Cefpodoxime
Ceftazidime,https://en.wikipedia.org/wiki/Ceftazidime
Ceftibuten,https://en.wikipedia.org/wiki/Ceftibuten
Ceftriaxone,https://en.wikipedia.org/wiki/Ceftriaxone
Cefepime,https://en.wikipedia.org/wiki/Cefepime
Ceftaroline fosamil,https://en.wikipedia.org/wiki/Ceftaroline_fosamil
Teicoplanin,https://en.wikipedia.org/wiki/Teicoplanin
Vancomycin,https://en.wikipedia.org/wiki/Vancomycin
Clindamycin,https://en.wikipedia.org/wiki/Clindamycin
Lincomycin,https://en.wikipedia.org/wiki/Lincomycin
Daptomycin,https://en.wikipedia.org/wiki/Daptomycin
Azithromycin,https://en.wikipedia.org/wiki/Azithromycin
Clarithromycin,https://en.wikipedia.org/wiki/Clarithromycin
Erythromycin,https://en.wikipedia.org/wiki/Erythromycin
Roxithromycin,https://en.wikipedia.org/wiki/Roxithromycin
Telithromycin,https://en.wikipedia.org/wiki/Telithromycin
Spiramycin,https://en.wikipedia.org/wiki/Spiramycin
Aztreonam,https://en.wikipedia.org/wiki/Aztreonam
Furazolidone,https://en.wikipedia.org/wiki/Furazolidone
Nitrofurantoin,https://en.wikipedia.org/wiki/Nitrofurantoin
Linezolid,https://en.wikipedia.org/wiki/Linezolid
Amoxicillin,https://en.wikipedia.org/wiki/Amoxicillin
Ampicillin,https://en.wikipedia.org/wiki/Ampicillin
Azlocillin,https://en.wikipedia.org/wiki/Azlocillin
Dicloxacillin,https://en.wikipedia.org/wiki/Dicloxacillin
Flucloxacillin,https://en.wikipedia.org/wiki/Flucloxacillin
Mezlocillin,https://en.wikipedia.org/wiki/Mezlocillin
Methicillin,https://en.wikipedia.org/wiki/Methicillin
Oxacillin,https://en.wikipedia.org/wiki/Oxacillin
Penicillin G,https://en.wikipedia.org/wiki/Penicillin_G
Penicillin V,https://en.wikipedia.org/wiki/Penicillin_V
Piperacillin,https://en.wikipedia.org/wiki/Piperacillin
Co-amoxiclav,https://en.wikipedia.org/wiki/Co-amoxiclav
Levamisole,https://en.wikipedia.org/wiki/Levamisole
Levetiracetam,https://en.wikipedia.org/wiki/Levetiracetam
Levothyroxine,https://en.wikipedia.org/wiki/Levothyroxine
Meloxicam,https://en.wikipedia.org/wiki/Meloxicam
Metacam,https://en.wikipedia.org/wiki/Metacam
Methimazole,https://en.wikipedia.org/wiki/Methimazole
Methocarbamol,https://en.wikipedia.org/wiki/Methocarbamol
Metoclopramide,https://en.wikipedia.org/wiki/Metoclopramide
Mirtazapine,https://en.wikipedia.org/wiki/Mirtazapine
Morphine,https://en.wikipedia.org/wiki/Morphine
Nystatin,https://en.wikipedia.org/wiki/Nystatin
Omeprazole,https://en.wikipedia.org/wiki/Omeprazole
Oxymorphone,https://en.wikipedia.org/wiki/Oxymorphone
Pentobarbital,https://en.wikipedia.org/wiki/Pentobarbital
Pentoxyfylline,https://en.wikipedia.org/wiki/Pentoxyfylline
Phenobarbital,https://en.wikipedia.org/wiki/Phenobarbital
Phenylbutazone,https://en.wikipedia.org/wiki/Phenylbutazone
Phenylpropanolamine,https://en.wikipedia.org/wiki/Phenylpropanolamine
Praziquantel,https://en.wikipedia.org/wiki/Praziquantel
Prazosin,https://en.wikipedia.org/wiki/Prazosin
Prednisolone,https://en.wikipedia.org/wiki/Prednisolone
Prednisone,https://en.wikipedia.org/wiki/Prednisone
Pregabalin,https://en.wikipedia.org/wiki/Pregabalin
Propofol,https://en.wikipedia.org/wiki/Propofol
Pyrantel,https://en.wikipedia.org/wiki/Pyrantel
Rifampin,https://en.wikipedia.org/wiki/Rifampin
Roxarsone,https://en.wikipedia.org/wiki/Roxarsone
Theophylline,https://en.wikipedia.org/wiki/Theophylline
Thiabendazole,https://en.wikipedia.org/wiki/Thiabendazole
Bacitracin,https://en.wikipedia.org/wiki/Bacitracin
Colistin,https://en.wikipedia.org/wiki/Colistin
Ciprofloxacin,https://en.wikipedia.org/wiki/Ciprofloxacin
Enoxacin,https://en.wikipedia.org/wiki/Enoxacin
Gemifloxacin,https://en.wikipedia.org/wiki/Gemifloxacin
Levofloxacin,https://en.wikipedia.org/wiki/Levofloxacin
Lomefloxacin,https://en.wikipedia.org/wiki/Lomefloxacin
Moxifloxacin,https://en.wikipedia.org/wiki/Moxifloxacin
Nalidixic acid,https://en.wikipedia.org/wiki/Nalidixic_acid
Norfloxacin,https://en.wikipedia.org/wiki/Norfloxacin
Ofloxacin,https://en.wikipedia.org/wiki/Ofloxacin
Trovafloxacin,https://en.wikipedia.org/wiki/Trovafloxacin
Sparfloxacin,https://en.wikipedia.org/wiki/Sparfloxacin
Sulfacetamide,https://en.wikipedia.org/wiki/Sulfacetamide
Sulfadiazine,https://en.wikipedia.org/wiki/Sulfadiazine
Silver sulfadiazine,https://en.wikipedia.org/wiki/Silver_sulfadiazine
Sulfadimethoxine,https://en.wikipedia.org/wiki/Sulfadimethoxine
Sulfamethoxazole,https://en.wikipedia.org/wiki/Sulfamethoxazole
Sulfanilimide,https://en.wikipedia.org/wiki/Sulfanilimide
Sulfasalazine,https://en.wikipedia.org/wiki/Sulfasalazine
Trimethoprim,https://en.wikipedia.org/wiki/Trimethoprim
Prontosil,https://en.wikipedia.org/wiki/Prontosil
Doxycycline,https://en.wikipedia.org/wiki/Doxycycline
Minocycline,https://en.wikipedia.org/wiki/Minocycline
Oxytetracycline,https://en.wikipedia.org/wiki/Oxytetracycline
Tetracycline,https://en.wikipedia.org/wiki/Tetracycline
Clofazimine,https://en.wikipedia.org/wiki/Clofazimine
Dapsone,https://en.wikipedia.org/wiki/Dapsone
Capreomycin,https://en.wikipedia.org/wiki/Capreomycin
Cycloserine,https://en.wikipedia.org/wiki/Cycloserine
Ethambutol,https://en.wikipedia.org/wiki/Ethambutol
Ethionamide,https://en.wikipedia.org/wiki/Ethionamide
Isoniazid,https://en.wikipedia.org/wiki/Isoniazid
Pyrazinamide,https://en.wikipedia.org/wiki/Pyrazinamide
Rifampicin,https://en.wikipedia.org/wiki/Rifampicin
Rifabutin,https://en.wikipedia.org/wiki/Rifabutin
Arsphenamine,https://en.wikipedia.org/wiki/Arsphenamine
Chloramphenicol,https://en.wikipedia.org/wiki/Chloramphenicol
Fosfomycin,https://en.wikipedia.org/wiki/Fosfomycin
Fusidic acid,https://en.wikipedia.org/wiki/Fusidic_acid
Metronidazole,https://en.wikipedia.org/wiki/Metronidazole
Mupirocin,https://en.wikipedia.org/wiki/Mupirocin
Thiamphenicol,https://en.wikipedia.org/wiki/Thiamphenicol
Tigecycline,https://en.wikipedia.org/wiki/Tigecycline
Albendazole,https://en.wikipedia.org/wiki/Albendazole
Alprazolam,https://en.wikipedia.org/wiki/Alprazolam
Aminophylline,https://en.wikipedia.org/wiki/Aminophylline
Amitraz,https://en.wikipedia.org/wiki/Amitraz
Amitriptyline,https://en.wikipedia.org/wiki/Amitriptyline
Amlodipine,https://en.wikipedia.org/wiki/Amlodipine
Apomorphine,https://en.wikipedia.org/wiki/Apomorphine
Atenolol,https://en.wikipedia.org/wiki/Atenolol
Benazepril,https://en.wikipedia.org/wiki/Benazepril
Bethanechol,https://en.wikipedia.org/wiki/Bethanechol
Bupivacaine,https://en.wikipedia.org/wiki/Bupivacaine
Buprenorphine,https://en.wikipedia.org/wiki/Buprenorphine
Butorphanol,https://en.wikipedia.org/wiki/Butorphanol
Cephalexin,https://en.wikipedia.org/wiki/Cephalexin
Cimetidine,https://en.wikipedia.org/wiki/Cimetidine
Clavamox,https://en.wikipedia.org/wiki/Clavamox
Clavaseptin,https://en.wikipedia.org/wiki/Clavaseptin
Clavulanic acid,https://en.wikipedia.org/wiki/Clavulanic_acid
Clenbuterol,https://en.wikipedia.org/wiki/Clenbuterol
Clomipramine,https://en.wikipedia.org/wiki/Clomipramine
Cyproheptadine,https://en.wikipedia.org/wiki/Cyproheptadine
Dexamethasone,https://en.wikipedia.org/wiki/Dexamethasone
Diazepam,https://en.wikipedia.org/wiki/Diazepam
Dichlorophene,https://en.wikipedia.org/wiki/Dichlorophene
Diphenhydramine,https://en.wikipedia.org/wiki/Diphenhydramine
Enalapril,https://en.wikipedia.org/wiki/Enalapril
Fenbendazole,https://en.wikipedia.org/wiki/Fenbendazole
Fipronil,https://en.wikipedia.org/wiki/Fipronil
Flumazenil,https://en.wikipedia.org/wiki/Flumazenil
Furosemide,https://en.wikipedia.org/wiki/Furosemide
Gabapentin,https://en.wikipedia.org/wiki/Gabapentin
Glycopyrrolate,https://en.wikipedia.org/wiki/Glycopyrrolate
Hydromorphone,https://en.wikipedia.org/wiki/Hydromorphone
Hydroxyzine,https://en.wikipedia.org/wiki/Hydroxyzine
Ivermectin,https://en.wikipedia.org/wiki/Ivermectin
Ketamine,https://en.wikipedia.org/wiki/Ketamine
Ketoprofen,https://en.wikipedia.org/wiki/Ketoprofen
Tramadol,https://en.wikipedia.org/wiki/Tramadol
Ursodeoxycholic acid,https://en.wikipedia.org/wiki/Ursodeoxycholic_acid
Xylazine,https://en.wikipedia.org/wiki/Xylazine
Yohimbine,https://en.wikipedia.org/wiki/Yohimbine
Zonisamide,https://en.wikipedia.org/wiki/Zonisamide
Adderall,https://en.wikipedia.org/wiki/Adderall
Ambien,https://en.wikipedia.org/wiki/Ambien
Anafranil,https://en.wikipedia.org/wiki/Anafranil
Aricept,https://en.wikipedia.org/wiki/Aricept
Ativan,https://en.wikipedia.org/wiki/Ativan
Buspirone,https://en.wikipedia.org/wiki/Buspirone
Celexa,https://en.wikipedia.org/wiki/Celexa
Clobazam,https://en.wikipedia.org/wiki/Clobazam
Clorazepate,https://en.wikipedia.org/wiki/Clorazepate
Chlordiazepoxide,https://en.wikipedia.org/wiki/Chlordiazepoxide
Concerta,https://en.wikipedia.org/wiki/Concerta
Cymbalta,https://en.wikipedia.org/wiki/Cymbalta
Depakote,https://en.wikipedia.org/wiki/Depakote
Trazodone,https://en.wikipedia.org/wiki/Trazodone
Desoxyn,https://en.wikipedia.org/wiki/Desoxyn
Dexedrine,https://en.wikipedia.org/wiki/Dexedrine
Dextromethorphan,https://en.wikipedia.org/wiki/Dextromethorphan
Disulfiram,https://en.wikipedia.org/wiki/Disulfiram
Doxepin,https://en.wikipedia.org/wiki/Doxepin
Effexor,https://en.wikipedia.org/wiki/Effexor
Elavil,https://en.wikipedia.org/wiki/Elavil
Estazolam,https://en.wikipedia.org/wiki/Estazolam
Fluoxetine,https://en.wikipedia.org/wiki/Fluoxetine
Tiagabine,https://en.wikipedia.org/wiki/Tiagabine
Haldol,https://en.wikipedia.org/wiki/Haldol
Zopiclone,https://en.wikipedia.org/wiki/Zopiclone
Inderal,https://en.wikipedia.org/wiki/Inderal
Keppra,https://en.wikipedia.org/wiki/Keppra
Klonopin,https://en.wikipedia.org/wiki/Klonopin
Lamotrigine,https://en.wikipedia.org/wiki/Lamotrigine
Latuda,https://en.wikipedia.org/wiki/Latuda
Lexapro,https://en.wikipedia.org/wiki/Lexapro
Librium,https://en.wikipedia.org/wiki/Librium
Lithium pharmacology,https://en.wikipedia.org/wiki/Lithium_pharmacology
Luvox,https://en.wikipedia.org/wiki/Luvox
Melatonin,https://en.wikipedia.org/wiki/Melatonin
Naltrexone,https://en.wikipedia.org/wiki/Naltrexone
Neurontin,https://en.wikipedia.org/wiki/Neurontin
Pamelor,https://en.wikipedia.org/wiki/Pamelor
Paxil,https://en.wikipedia.org/wiki/Paxil
Phenelzine,https://en.wikipedia.org/wiki/Phenelzine
