title,link
The Thorn Birds,https://en.wikipedia.org/wiki/The_Thorn_Birds
The Purpose Driven Life,https://en.wikipedia.org/wiki/The_Purpose_Driven_Life
The Kite Runner,https://en.wikipedia.org/wiki/The_Kite_Runner
Valley of the Dolls (novel),https://en.wikipedia.org/wiki/Valley_of_the_Dolls_(novel)
How to Win Friends and Influence People,https://en.wikipedia.org/wiki/How_to_Win_Friends_and_Influence_People
The Great Gatsby,https://en.wikipedia.org/wiki/The_Great_Gatsby
Gone with the Wind (novel),https://en.wikipedia.org/wiki/Gone_with_the_Wind_(novel)
Rebecca (novel),https://en.wikipedia.org/wiki/Rebecca_(novel)
Nineteen Eighty-Four,https://en.wikipedia.org/wiki/Nineteen_Eighty-Four
The Girl with the Dragon Tattoo,https://en.wikipedia.org/wiki/The_Girl_with_the_Dragon_Tattoo
The Lost Symbol,https://en.wikipedia.org/wiki/The_Lost_Symbol
The Hunger Games (novel),https://en.wikipedia.org/wiki/The_Hunger_Games_(novel)
James and the Giant Peach,https://en.wikipedia.org/wiki/James_and_the_Giant_Peach
Who Moved My Cheese?,https://en.wikipedia.org/wiki/Who_Moved_My_Cheese%3F
A Brief History of Time,https://en.wikipedia.org/wiki/A_Brief_History_of_Time
The Wind in the Willows,https://en.wikipedia.org/wiki/The_Wind_in_the_Willows
The 7 Habits of Highly Effective People,https://en.wikipedia.org/wiki/The_7_Habits_of_Highly_Effective_People
The Celestine Prophecy,https://en.wikipedia.org/wiki/The_Celestine_Prophecy
The Fault in Our Stars,https://en.wikipedia.org/wiki/The_Fault_in_Our_Stars
The Girl on the Train (novel),https://en.wikipedia.org/wiki/The_Girl_on_the_Train_(novel)
The Godfather (novel),https://en.wikipedia.org/wiki/The_Godfather_(novel)
Catching Fire,https://en.wikipedia.org/wiki/Catching_Fire
Mockingjay,https://en.wikipedia.org/wiki/Mockingjay
Autobiography of a Yogi,https://en.wikipedia.org/wiki/Autobiography_of_a_Yogi
Gone Girl (novel),https://en.wikipedia.org/wiki/Gone_Girl_(novel)
All Quiet on the Western Front,https://en.wikipedia.org/wiki/All_Quiet_on_the_Western_Front
Things Fall Apart,https://en.wikipedia.org/wiki/Things_Fall_Apart
Animal Farm,https://en.wikipedia.org/wiki/Animal_Farm
Jaws (novel),https://en.wikipedia.org/wiki/Jaws_(novel)
Adventures of Huckleberry Finn,https://en.wikipedia.org/wiki/Adventures_of_Huckleberry_Finn
Pride and Prejudice,https://en.wikipedia.org/wiki/Pride_and_Prejudice
The Kon-Tiki Expedition: By Raft Across the South Seas,https://en.wikipedia.org/wiki/The_Kon-Tiki_Expedition:_By_Raft_Across_the_South_Seas
The Good Soldier Švejk,https://en.wikipedia.org/wiki/The_Good_Soldier_%C5%A0vejk
Where the Wild Things Are,https://en.wikipedia.org/wiki/Where_the_Wild_Things_Are
The Secret (Byrne book),https://en.wikipedia.org/wiki/The_Secret_(Byrne_book)
Dune (novel),https://en.wikipedia.org/wiki/Dune_(novel)
Charlie and the Chocolate Factory,https://en.wikipedia.org/wiki/Charlie_and_the_Chocolate_Factory
Matilda (novel),https://en.wikipedia.org/wiki/Matilda_(novel)
The Book Thief (book),https://en.wikipedia.org/wiki/The_Book_Thief_(book)
The Neverending Story,https://en.wikipedia.org/wiki/The_Neverending_Story
Fifty Shades of Grey,https://en.wikipedia.org/wiki/Fifty_Shades_of_Grey
The Outsiders (novel),https://en.wikipedia.org/wiki/The_Outsiders_(novel)
Shōgun (novel),https://en.wikipedia.org/wiki/Sh%C5%8Dgun_(novel)
The Pillars of the Earth,https://en.wikipedia.org/wiki/The_Pillars_of_the_Earth
Perfume (novel),https://en.wikipedia.org/wiki/Perfume_(novel)
The Grapes of Wrath,https://en.wikipedia.org/wiki/The_Grapes_of_Wrath
The Shadow of the Wind,https://en.wikipedia.org/wiki/The_Shadow_of_the_Wind
The Hitchhiker's Guide to the Galaxy,https://en.wikipedia.org/wiki/The_Hitchhiker%27s_Guide_to_the_Galaxy
Tuesdays with Morrie,https://en.wikipedia.org/wiki/Tuesdays_with_Morrie
A Wrinkle in Time,https://en.wikipedia.org/wiki/A_Wrinkle_in_Time
Long Walk to Freedom,https://en.wikipedia.org/wiki/Long_Walk_to_Freedom
The Old Man and the Sea,https://en.wikipedia.org/wiki/The_Old_Man_and_the_Sea
Me Before You,https://en.wikipedia.org/wiki/Me_Before_You
Norwegian Wood (novel),https://en.wikipedia.org/wiki/Norwegian_Wood_(novel)
The Plague (novel),https://en.wikipedia.org/wiki/The_Plague_(novel)
No Longer Human,https://en.wikipedia.org/wiki/No_Longer_Human
Man's Search for Meaning,https://en.wikipedia.org/wiki/Man%27s_Search_for_Meaning
Divine Comedy,https://en.wikipedia.org/wiki/Divine_Comedy
The Prophet (book),https://en.wikipedia.org/wiki/The_Prophet_(book)
Fifty Shades Darker,https://en.wikipedia.org/wiki/Fifty_Shades_Darker
"Ronia, the Robber's Daughter","https://en.wikipedia.org/wiki/Ronia,_the_Robber%27s_Daughter"
The Cat in the Hat,https://en.wikipedia.org/wiki/The_Cat_in_the_Hat
The Help,https://en.wikipedia.org/wiki/The_Help
Catch-22,https://en.wikipedia.org/wiki/Catch-22
The Stranger (Camus novel),https://en.wikipedia.org/wiki/The_Stranger_(Camus_novel)
The Lovely Bones,https://en.wikipedia.org/wiki/The_Lovely_Bones
Wild Swans,https://en.wikipedia.org/wiki/Wild_Swans
Night (book),https://en.wikipedia.org/wiki/Night_(book)
Life of Pi,https://en.wikipedia.org/wiki/Life_of_Pi
The Giver,https://en.wikipedia.org/wiki/The_Giver
Fahrenheit 451,https://en.wikipedia.org/wiki/Fahrenheit_451
Angela's Ashes,https://en.wikipedia.org/wiki/Angela%27s_Ashes
Bridget Jones's Diary (novel),https://en.wikipedia.org/wiki/Bridget_Jones%27s_Diary_(novel)
Harry Potter,https://en.wikipedia.org/wiki/Harry_Potter
Goosebumps,https://en.wikipedia.org/wiki/Goosebumps
Diary of a Wimpy Kid (series),https://en.wikipedia.org/wiki/Diary_of_a_Wimpy_Kid_(series)
Nancy Drew,https://en.wikipedia.org/wiki/Nancy_Drew
Twilight (novel series),https://en.wikipedia.org/wiki/Twilight_(novel_series)
Peter Rabbit,https://en.wikipedia.org/wiki/Peter_Rabbit
Clifford the Big Red Dog,https://en.wikipedia.org/wiki/Clifford_the_Big_Red_Dog
The Chronicles of Narnia,https://en.wikipedia.org/wiki/The_Chronicles_of_Narnia
The Hunger Games trilogy,https://en.wikipedia.org/wiki/The_Hunger_Games_trilogy
James Bond,https://en.wikipedia.org/wiki/James_Bond
Millennium (novel series),https://en.wikipedia.org/wiki/Millennium_(novel_series)
A Song of Ice and Fire,https://en.wikipedia.org/wiki/A_Song_of_Ice_and_Fire
Discworld,https://en.wikipedia.org/wiki/Discworld
Miffy,https://en.wikipedia.org/wiki/Miffy
Anpanman,https://en.wikipedia.org/wiki/Anpanman
Pippi Longstocking,https://en.wikipedia.org/wiki/Pippi_Longstocking
The Vampire Chronicles,https://en.wikipedia.org/wiki/The_Vampire_Chronicles
The Wheel of Time,https://en.wikipedia.org/wiki/The_Wheel_of_Time
Winnie-the-Pooh,https://en.wikipedia.org/wiki/Winnie-the-Pooh
Left Behind (series),https://en.wikipedia.org/wiki/Left_Behind_(series)
A Series of Unfortunate Events,https://en.wikipedia.org/wiki/A_Series_of_Unfortunate_Events
Little House on the Prairie,https://en.wikipedia.org/wiki/Little_House_on_the_Prairie
Where's Wally?,https://en.wikipedia.org/wiki/Where%27s_Wally%3F
"Men Are from Mars, Women Are from Venus","https://en.wikipedia.org/wiki/Men_Are_from_Mars,_Women_Are_from_Venus"
Tarzan,https://en.wikipedia.org/wiki/Tarzan
Earth's Children,https://en.wikipedia.org/wiki/Earth%27s_Children
Warriors (novel series),https://en.wikipedia.org/wiki/Warriors_(novel_series)
Kaiketsu Zorori,https://en.wikipedia.org/wiki/Kaiketsu_Zorori
Paddington Bear,https://en.wikipedia.org/wiki/Paddington_Bear
The Inheritance Cycle,https://en.wikipedia.org/wiki/The_Inheritance_Cycle
Toaru Majutsu no Index,https://en.wikipedia.org/wiki/Toaru_Majutsu_no_Index
Guin Saga,https://en.wikipedia.org/wiki/Guin_Saga
The Dark Tower (series),https://en.wikipedia.org/wiki/The_Dark_Tower_(series)
The Sword of Truth,https://en.wikipedia.org/wiki/The_Sword_of_Truth
Sword Art Online,https://en.wikipedia.org/wiki/Sword_Art_Online
Artemis Fowl (series),https://en.wikipedia.org/wiki/Artemis_Fowl_(series)
Découvertes Gallimard,https://en.wikipedia.org/wiki/D%C3%A9couvertes_Gallimard
Redwall,https://en.wikipedia.org/wiki/Redwall
Slayers,https://en.wikipedia.org/wiki/Slayers
The Foundation Trilogy,https://en.wikipedia.org/wiki/The_Foundation_Trilogy
Percy Jackson & the Olympians,https://en.wikipedia.org/wiki/Percy_Jackson_%26_the_Olympians
Vampire Hunter D,https://en.wikipedia.org/wiki/Vampire_Hunter_D
His Dark Materials,https://en.wikipedia.org/wiki/His_Dark_Materials
Legend of the Galactic Heroes,https://en.wikipedia.org/wiki/Legend_of_the_Galactic_Heroes
The Witcher,https://en.wikipedia.org/wiki/The_Witcher
Scouting for Boys,https://en.wikipedia.org/wiki/Scouting_for_Boys
Guinness World Records,https://en.wikipedia.org/wiki/Guinness_World_Records
American Spelling Book,https://en.wikipedia.org/wiki/American_Spelling_Book
A Message to Garcia,https://en.wikipedia.org/wiki/A_Message_to_Garcia
Kane and Abel (novel),https://en.wikipedia.org/wiki/Kane_and_Abel_(novel)
Your Erroneous Zones,https://en.wikipedia.org/wiki/Your_Erroneous_Zones
Valley of the Dolls,https://en.wikipedia.org/wiki/Valley_of_the_Dolls
The Big Book (Alcoholics Anonymous),https://en.wikipedia.org/wiki/The_Big_Book_(Alcoholics_Anonymous)
The Revolt of Mamie Stover,https://en.wikipedia.org/wiki/The_Revolt_of_Mamie_Stover
The Young Guard (novel),https://en.wikipedia.org/wiki/The_Young_Guard_(novel)
Paul et Virginie,https://en.wikipedia.org/wiki/Paul_et_Virginie
Lust for Life (novel),https://en.wikipedia.org/wiki/Lust_for_Life_(novel)
Virgin Soil Upturned (novel) (page does not exist),https://en.wikipedia.org/w/index.php?title=Virgin_Soil_Upturned_(novel)&action=edit&redlink=1
The Shack,https://en.wikipedia.org/wiki/The_Shack
Uncle Styopa,https://en.wikipedia.org/wiki/Uncle_Styopa
Love Story (novel),https://en.wikipedia.org/wiki/Love_Story_(novel)
Kitchen (novel),https://en.wikipedia.org/wiki/Kitchen_(novel)
Andromeda (novel),https://en.wikipedia.org/wiki/Andromeda_(novel)
The Bermuda Triangle (book),https://en.wikipedia.org/wiki/The_Bermuda_Triangle_(book)
Wolf Totem,https://en.wikipedia.org/wiki/Wolf_Totem
The Happy Hooker,https://en.wikipedia.org/wiki/The_Happy_Hooker
Love You Forever,https://en.wikipedia.org/wiki/Love_You_Forever
The Women's Room,https://en.wikipedia.org/wiki/The_Women%27s_Room
What to Expect When You're Expecting,https://en.wikipedia.org/wiki/What_to_Expect_When_You%27re_Expecting
"The Secret Diary of Adrian Mole, Aged 13¾","https://en.wikipedia.org/wiki/The_Secret_Diary_of_Adrian_Mole,_Aged_13%C2%BE"
The Power of Positive Thinking,https://en.wikipedia.org/wiki/The_Power_of_Positive_Thinking
Fear of Flying (novel),https://en.wikipedia.org/wiki/Fear_of_Flying_(novel)
The Naked Ape,https://en.wikipedia.org/wiki/The_Naked_Ape
Beloved (novel),https://en.wikipedia.org/wiki/Beloved_(novel)
The Bell Jar,https://en.wikipedia.org/wiki/The_Bell_Jar
The God of Small Things,https://en.wikipedia.org/wiki/The_God_of_Small_Things
White Teeth,https://en.wikipedia.org/wiki/White_Teeth
For Whom the Bell Tolls,https://en.wikipedia.org/wiki/For_Whom_the_Bell_Tolls
Ivanhoe,https://en.wikipedia.org/wiki/Ivanhoe
The Big Sleep,https://en.wikipedia.org/wiki/The_Big_Sleep
The Hunger Games,https://en.wikipedia.org/wiki/The_Hunger_Games
The Lord of the Rings,https://en.wikipedia.org/wiki/The_Lord_of_the_Rings
A Game of Thrones,https://en.wikipedia.org/wiki/A_Game_of_Thrones
Frankenstein,https://en.wikipedia.org/wiki/Frankenstein
The Remains of the Day,https://en.wikipedia.org/wiki/The_Remains_of_the_Day
Emily of New Moon,https://en.wikipedia.org/wiki/Emily_of_New_Moon
Oryx and Crake,https://en.wikipedia.org/wiki/Oryx_and_Crake
Middlemarch,https://en.wikipedia.org/wiki/Middlemarch
The Tenant of Wildfell Hall,https://en.wikipedia.org/wiki/The_Tenant_of_Wildfell_Hall
The Witches (novel),https://en.wikipedia.org/wiki/The_Witches_(novel)
The Hound of the Baskervilles,https://en.wikipedia.org/wiki/The_Hound_of_the_Baskervilles
The Quiet American,https://en.wikipedia.org/wiki/The_Quiet_American
A Confederacy of Dunces,https://en.wikipedia.org/wiki/A_Confederacy_of_Dunces
Orlando: A Biography,https://en.wikipedia.org/wiki/Orlando:_A_Biography
Max Havelaar,https://en.wikipedia.org/wiki/Max_Havelaar
Earthsea,https://en.wikipedia.org/wiki/Earthsea
The Sandman (Vertigo),https://en.wikipedia.org/wiki/The_Sandman_(Vertigo)
The Road,https://en.wikipedia.org/wiki/The_Road
A Thousand Splendid Suns,https://en.wikipedia.org/wiki/A_Thousand_Splendid_Suns
Brave New World,https://en.wikipedia.org/wiki/Brave_New_World
Lord of the Flies,https://en.wikipedia.org/wiki/Lord_of_the_Flies
V for Vendetta,https://en.wikipedia.org/wiki/V_for_Vendetta
A House for Mr Biswas,https://en.wikipedia.org/wiki/A_House_for_Mr_Biswas
Cannery Row (novel),https://en.wikipedia.org/wiki/Cannery_Row_(novel)
Disgrace,https://en.wikipedia.org/wiki/Disgrace
Our Mutual Friend,https://en.wikipedia.org/wiki/Our_Mutual_Friend
