title,link,en,de,fr,es,nl,ko,ceb,ar,sv,ru,hi,tr,zh,af
47 Ursae Majoris,https://en.wikipedia.org/wiki/47_Ursae_Majoris,1,0,1,1,1,1,0,0,1,1,1,1,1,1
82 G. Eridani,https://en.wikipedia.org/wiki/82_G._Eridani,1,0,1,1,1,0,0,0,1,1,1,1,1,1
HD 69830,https://en.wikipedia.org/wiki/HD_69830,1,0,1,0,1,1,0,0,1,1,1,1,1,1
HIP 57274,https://en.wikipedia.org/wiki/HIP_57274,1,0,1,0,1,1,0,0,1,1,1,1,1,1
HD 181433,https://en.wikipedia.org/wiki/HD_181433,1,0,1,1,1,1,0,0,1,1,1,1,1,1
HD 37124,https://en.wikipedia.org/wiki/HD_37124,1,0,1,1,1,1,0,0,1,1,1,1,1,1
HIP 14810,https://en.wikipedia.org/wiki/HIP_14810,1,0,1,1,1,1,0,0,1,1,1,1,1,1
HD 125612,https://en.wikipedia.org/wiki/HD_125612,1,0,1,1,1,1,0,0,1,1,1,1,1,1
HD 3167,https://en.wikipedia.org/wiki/HD_3167,1,0,1,1,1,1,0,0,1,1,1,1,1,1
HD 27894,https://en.wikipedia.org/wiki/HD_27894,1,0,1,1,1,1,0,0,1,1,1,1,1,1
HD 133131,https://en.wikipedia.org/wiki/HD_133131,1,0,0,1,1,1,0,0,1,1,1,1,1,1
YZ Ceti,https://en.wikipedia.org/wiki/YZ_Ceti,1,0,1,1,1,1,0,1,1,1,1,1,1,1
Kepler-9,https://en.wikipedia.org/wiki/Kepler-9,1,0,1,1,1,1,0,1,1,1,1,1,1,1
Kepler-18,https://en.wikipedia.org/wiki/Kepler-18,1,0,1,1,1,1,0,1,1,1,1,1,1,1
Kepler-19,https://en.wikipedia.org/wiki/Kepler-19,1,0,1,1,1,1,0,1,1,1,1,1,1,1
Kepler-23,https://en.wikipedia.org/wiki/Kepler-23,1,0,1,1,1,1,0,1,1,1,1,1,1,1
Kepler-25,https://en.wikipedia.org/wiki/Kepler-25,1,0,1,1,1,1,0,1,1,1,1,1,1,1
Kepler-26,https://en.wikipedia.org/wiki/Kepler-26,1,0,1,1,1,1,0,1,1,1,1,1,1,1
Kepler-30,https://en.wikipedia.org/wiki/Kepler-30,1,0,1,1,1,1,0,1,1,1,1,1,1,1
Kepler-31,https://en.wikipedia.org/wiki/Kepler-31,1,0,1,1,1,1,0,1,1,1,1,1,1,1
Kepler-32,https://en.wikipedia.org/wiki/Kepler-32,1,0,1,1,1,1,0,1,1,1,1,1,0,1
Kepler-42,https://en.wikipedia.org/wiki/Kepler-42,1,0,1,1,1,1,0,1,1,1,0,1,1,1
Kepler-46,https://en.wikipedia.org/wiki/Kepler-46,1,0,1,1,1,1,0,1,1,1,0,1,1,1
Kepler-51,https://en.wikipedia.org/wiki/Kepler-51,1,0,1,1,1,1,0,1,1,1,0,1,1,1
Kepler-56,https://en.wikipedia.org/wiki/Kepler-56,1,0,1,1,1,1,0,1,1,1,0,0,1,1
Kepler-68,https://en.wikipedia.org/wiki/Kepler-68,1,0,1,1,1,1,0,1,1,1,0,0,1,1
Kepler-88,https://en.wikipedia.org/wiki/Kepler-88,1,0,1,1,1,1,0,1,1,1,0,0,1,1
Kepler-138,https://en.wikipedia.org/wiki/Kepler-138,1,0,1,1,1,1,0,1,1,1,0,0,1,1
Kepler-174,https://en.wikipedia.org/wiki/Kepler-174,0,0,1,1,1,1,0,1,1,1,0,0,1,1
Kepler-445,https://en.wikipedia.org/wiki/Kepler-445,1,0,1,1,1,1,0,1,1,1,0,0,1,1
HD 134606,https://en.wikipedia.org/wiki/HD_134606,1,0,1,1,1,1,0,1,1,1,0,0,1,1
HD 82943,https://en.wikipedia.org/wiki/HD_82943,1,0,1,1,1,1,0,1,1,1,0,0,1,1
Nu2 Lupi,https://en.wikipedia.org/wiki/Nu2_Lupi,1,0,1,1,1,1,0,1,1,1,0,0,1,1
PSR B1257+12,https://en.wikipedia.org/wiki/PSR_B1257%2B12,1,0,1,0,1,1,0,1,1,1,0,0,1,1
HD 7924,https://en.wikipedia.org/wiki/HD_7924,1,0,1,1,1,1,0,1,1,1,0,0,1,1
HD 142,https://en.wikipedia.org/wiki/HD_142,1,0,1,1,1,1,0,1,1,1,0,0,1,1
HD 17926,https://en.wikipedia.org/wiki/HD_17926,1,0,1,1,1,1,0,1,1,1,0,0,1,1
HD 191939,https://en.wikipedia.org/wiki/HD_191939,1,0,1,1,1,1,0,1,1,1,0,0,1,1
Gliese 1061,https://en.wikipedia.org/wiki/Gliese_1061,1,0,1,1,1,1,0,1,1,1,0,0,1,1
TOI 700,https://en.wikipedia.org/wiki/TOI_700,1,0,1,1,1,1,0,1,1,1,0,0,1,1
K2-3,https://en.wikipedia.org/wiki/K2-3,1,0,1,1,1,1,0,1,1,1,0,0,1,1
K2-19,https://en.wikipedia.org/wiki/K2-19,1,0,1,1,1,1,0,1,1,1,0,0,1,1
K2-229,https://en.wikipedia.org/wiki/K2-229,1,0,1,1,1,1,0,1,1,1,0,0,1,1
Gliese 180,https://en.wikipedia.org/wiki/Gliese_180,1,0,1,0,1,1,0,1,1,1,1,0,1,1
Gliese 433,https://en.wikipedia.org/wiki/Gliese_433,1,0,1,1,1,1,0,1,1,1,1,0,1,1
K2-58,https://en.wikipedia.org/wiki/K2-58,1,0,1,1,1,1,0,1,1,1,1,0,1,1
HD 93385,https://en.wikipedia.org/wiki/HD_93385,1,0,1,1,1,1,0,1,1,1,1,0,1,1
Proxima Centauri,https://en.wikipedia.org/wiki/Proxima_Centauri,1,0,1,1,1,1,0,1,1,1,1,1,1,1
Lalande 21185,https://en.wikipedia.org/wiki/Lalande_21185,1,0,1,1,1,1,0,1,1,1,1,1,1,1
Lacaille 9352,https://en.wikipedia.org/wiki/Lacaille_9352,1,0,1,1,1,1,0,1,1,1,1,1,1,1
Luyten's Star,https://en.wikipedia.org/wiki/Luyten%27s_Star,1,0,1,1,1,1,0,1,1,1,1,1,1,1
Gliese 667 C,https://en.wikipedia.org/wiki/Gliese_667_C,1,1,1,1,1,0,0,1,0,1,1,1,1,1
Gliese 221,https://en.wikipedia.org/wiki/Gliese_221,1,1,1,1,1,0,0,1,0,1,1,1,1,1
HD 20781,https://en.wikipedia.org/wiki/HD_20781,1,1,1,1,1,0,0,1,1,1,1,1,1,1
HD 109271,https://en.wikipedia.org/wiki/HD_109271,1,1,1,1,1,0,0,1,1,1,1,1,1,1
HD 74156,https://en.wikipedia.org/wiki/HD_74156,1,0,1,1,1,0,0,1,1,1,1,1,1,1
COROT-7,https://en.wikipedia.org/wiki/COROT-7,1,0,1,1,1,1,0,1,1,1,1,1,1,1
HAT-P-13,https://en.wikipedia.org/wiki/HAT-P-13,1,0,1,1,1,1,0,1,1,1,1,1,1,1
61 Virginis,https://en.wikipedia.org/wiki/61_Virginis,1,0,1,1,1,1,0,1,1,1,1,1,1,1
Kepler-70,https://en.wikipedia.org/wiki/Kepler-70,1,0,1,1,1,1,0,1,1,1,1,1,1,1
Kepler-27,https://en.wikipedia.org/wiki/Kepler-27,1,0,1,1,1,1,0,1,1,1,1,1,1,1
L 1159-16,https://en.wikipedia.org/wiki/L_1159-16,1,0,1,1,1,1,0,1,1,1,1,1,1,1
LHS 1140,https://en.wikipedia.org/wiki/LHS_1140,1,0,1,1,1,1,0,1,1,1,1,1,1,1
HD 204313,https://en.wikipedia.org/wiki/HD_204313,1,0,1,1,1,1,0,1,1,1,1,1,1,1
Star,https://en.wikipedia.org/wiki/Star,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Constellation,https://en.wikipedia.org/wiki/Constellation,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Right ascension,https://en.wikipedia.org/wiki/Right_ascension,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Declination,https://en.wikipedia.org/wiki/Declination,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apparent magnitude,https://en.wikipedia.org/wiki/Apparent_magnitude,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cosmic distance ladder,https://en.wikipedia.org/wiki/Cosmic_distance_ladder,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Light-year,https://en.wikipedia.org/wiki/Light-year,1,0,0,0,0,0,0,1,0,1,1,0,1,0
Spectral type,https://en.wikipedia.org/wiki/Spectral_type,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Stellar mass,https://en.wikipedia.org/wiki/Stellar_mass,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Solar mass,https://en.wikipedia.org/wiki/Solar_mass,1,0,1,0,0,0,0,1,0,0,0,0,0,0
Effective temperature,https://en.wikipedia.org/wiki/Effective_temperature,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Kelvin scale,https://en.wikipedia.org/wiki/Kelvin_scale,1,0,1,1,0,1,0,1,1,0,0,0,1,0
Stellar evolution,https://en.wikipedia.org/wiki/Stellar_evolution,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Gigayear,https://en.wikipedia.org/wiki/Gigayear,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Exoplanet,https://en.wikipedia.org/wiki/Exoplanet,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Centaurus,https://en.wikipedia.org/wiki/Centaurus,1,0,1,1,0,1,0,1,1,1,1,1,1,1
Ursa Major,https://en.wikipedia.org/wiki/Ursa_Major,1,0,1,1,0,1,0,1,1,1,0,1,1,1
Piscis Austrinus,https://en.wikipedia.org/wiki/Piscis_Austrinus,1,0,1,1,0,1,0,1,1,1,0,1,1,1
Canis Minor,https://en.wikipedia.org/wiki/Canis_Minor,1,0,1,1,0,1,0,1,1,1,0,1,1,1
Cetus,https://en.wikipedia.org/wiki/Cetus,1,0,1,1,0,1,0,1,1,1,0,1,1,1
Horologium (constellation),https://en.wikipedia.org/wiki/Horologium_(constellation),1,0,1,1,0,1,0,1,1,1,1,1,1,1
Aries (constellation),https://en.wikipedia.org/wiki/Aries_(constellation),1,0,1,1,0,1,0,1,1,1,0,1,1,1
Aquarius (constellation),https://en.wikipedia.org/wiki/Aquarius_(constellation),1,0,1,1,0,1,0,1,1,1,1,1,1,1
Eridanus (constellation),https://en.wikipedia.org/wiki/Eridanus_(constellation),1,0,1,1,0,1,0,1,1,1,1,1,1,1
Libra (constellation),https://en.wikipedia.org/wiki/Libra_(constellation),1,0,1,1,0,1,0,1,1,1,1,1,1,1
Scorpius,https://en.wikipedia.org/wiki/Scorpius,1,0,1,1,0,1,0,1,1,1,0,1,1,1
HD 219134,https://en.wikipedia.org/wiki/HD_219134,1,0,1,1,1,0,0,1,1,1,0,1,1,1
Cassiopeia (constellation),https://en.wikipedia.org/wiki/Cassiopeia_(constellation),1,0,1,1,0,1,0,1,1,1,0,1,1,1
Virgo (constellation),https://en.wikipedia.org/wiki/Virgo_(constellation),1,0,1,1,0,1,0,1,1,1,1,1,1,1
Hydra (constellation),https://en.wikipedia.org/wiki/Hydra_(constellation),1,0,1,1,0,1,0,1,1,1,0,1,1,1
Cancer (constellation),https://en.wikipedia.org/wiki/Cancer_(constellation),1,0,1,1,0,1,0,1,1,1,1,1,1,1
Puppis,https://en.wikipedia.org/wiki/Puppis,1,0,1,1,0,1,0,1,1,1,0,1,1,1
Pictor,https://en.wikipedia.org/wiki/Pictor,1,0,1,1,0,1,0,1,1,1,1,1,1,1
Andromeda (constellation),https://en.wikipedia.org/wiki/Andromeda_(constellation),1,0,1,1,0,1,0,1,1,1,0,1,1,1
Lupus,https://en.wikipedia.org/wiki/Lupus,1,1,1,1,1,1,0,1,1,1,0,0,1,1
Draco (constellation),https://en.wikipedia.org/wiki/Draco_(constellation),1,0,1,1,0,1,0,1,1,1,0,1,1,1
Dorado,https://en.wikipedia.org/wiki/Dorado,1,0,1,1,0,1,0,1,1,1,1,1,1,1
Ara (constellation),https://en.wikipedia.org/wiki/Ara_(constellation),1,0,1,1,0,1,0,1,1,1,1,1,1,1
Orion (constellation),https://en.wikipedia.org/wiki/Orion_(constellation),1,0,1,1,0,1,0,1,1,1,1,1,1,1
Phoenix (constellation),https://en.wikipedia.org/wiki/Phoenix_(constellation),1,0,1,1,0,1,0,1,1,1,1,1,1,1
Hercules (constellation),https://en.wikipedia.org/wiki/Hercules_(constellation),1,0,1,1,0,1,0,1,1,1,0,1,1,1
Mensa (constellation),https://en.wikipedia.org/wiki/Mensa_(constellation),1,0,1,1,0,1,0,1,1,1,0,1,1,1
Pavo (constellation),https://en.wikipedia.org/wiki/Pavo_(constellation),1,0,1,1,0,1,0,1,1,1,0,1,1,1
Apus,https://en.wikipedia.org/wiki/Apus,1,0,1,1,0,1,0,1,1,1,0,1,1,1
Dorado (constellation),https://en.wikipedia.org/wiki/Dorado_(constellation),1,0,1,1,0,1,0,1,1,1,1,1,1,1
Fornax,https://en.wikipedia.org/wiki/Fornax,1,0,1,1,0,1,0,1,1,1,0,1,1,1
Taurus (constellation),https://en.wikipedia.org/wiki/Taurus_(constellation),1,0,1,1,0,1,0,1,1,1,0,1,1,1
Lyra,https://en.wikipedia.org/wiki/Lyra,1,0,1,1,0,1,0,1,1,1,0,1,1,1
Boötes,https://en.wikipedia.org/wiki/Bo%C3%B6tes,1,0,1,1,0,1,0,1,1,1,1,1,1,1
Cygnus (constellation),https://en.wikipedia.org/wiki/Cygnus_(constellation),1,0,1,1,0,1,0,1,1,1,0,1,1,1
Lepus,https://en.wikipedia.org/wiki/Lepus,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Hydrus,https://en.wikipedia.org/wiki/Hydrus,1,0,1,1,0,1,1,1,1,1,0,1,1,1
Pegasus,https://en.wikipedia.org/wiki/Pegasus,1,0,1,0,1,0,1,1,0,1,0,0,1,1
Reticulum,https://en.wikipedia.org/wiki/Reticulum,1,0,1,1,0,1,1,1,1,1,0,1,1,1
Leo (constellation),https://en.wikipedia.org/wiki/Leo_(constellation),1,0,1,1,0,1,1,1,1,1,0,1,1,1
Capricornus,https://en.wikipedia.org/wiki/Capricornus,1,0,1,1,0,1,1,1,1,1,0,1,1,1
Pisces (constellation),https://en.wikipedia.org/wiki/Pisces_(constellation),1,0,1,1,0,1,0,1,1,1,0,1,1,1
Canis Major,https://en.wikipedia.org/wiki/Canis_Major,1,0,1,1,0,1,0,0,1,1,0,1,1,1
Sextans (constellation),https://en.wikipedia.org/wiki/Sextans_(constellation),1,0,1,1,0,1,0,1,1,1,0,1,1,1
Centaurus (constellation),https://en.wikipedia.org/wiki/Centaurus_(constellation),1,0,1,1,0,1,0,1,1,1,1,1,1,1
Monoceros,https://en.wikipedia.org/wiki/Monoceros,1,0,1,1,0,1,0,0,1,1,1,1,1,1
Lynx (constellation),https://en.wikipedia.org/wiki/Lynx_(constellation),1,0,1,1,0,1,0,1,1,1,1,1,1,1
Lyra (constellation),https://en.wikipedia.org/wiki/Lyra_(constellation),1,0,1,1,0,1,0,1,1,1,0,1,1,1
Kepler-47,https://en.wikipedia.org/wiki/Kepler-47,1,0,1,1,1,1,0,1,1,1,0,1,1,1
Scorpius (constellation),https://en.wikipedia.org/wiki/Scorpius_(constellation),1,0,1,1,0,1,0,1,1,1,0,1,1,1
Volans (constellation),https://en.wikipedia.org/wiki/Volans_(constellation),1,0,1,1,0,1,0,1,1,1,0,1,1,1
Vela (constellation),https://en.wikipedia.org/wiki/Vela_(constellation),1,0,1,1,0,1,0,1,1,1,0,1,1,1
Mercury,https://en.wikipedia.org/wiki/Mercury_(planet),1,0,0,0,0,0,0,0,0,0,0,0,0,1
Venus,https://en.wikipedia.org/wiki/Venus,1,0,1,1,1,1,0,1,1,1,1,1,1,1
Earth,https://en.wikipedia.org/wiki/Earth,1,0,1,1,1,1,0,1,1,1,1,1,1,1
Mars,https://en.wikipedia.org/wiki/Mars,1,0,1,1,1,1,0,1,1,1,1,1,1,1
Jupiter,https://en.wikipedia.org/wiki/Jupiter,1,0,1,1,1,1,0,1,1,1,1,1,1,1
Saturn,https://en.wikipedia.org/wiki/Saturn,1,0,1,1,1,1,0,1,1,1,1,1,1,1
Uranus,https://en.wikipedia.org/wiki/Uranus,1,0,1,1,1,1,0,1,1,1,1,1,1,1
Neptune,https://en.wikipedia.org/wiki/Neptune,1,0,1,1,1,1,0,1,1,1,1,1,1,1
