title,link
Mariah Carey,https://en.wikipedia.org/wiki/Mariah_Carey
Belinda Carlisle,https://en.wikipedia.org/wiki/Belinda_Carlisle
Kim Carnes,https://en.wikipedia.org/wiki/Kim_Carnes
The Carpenters,https://en.wikipedia.org/wiki/The_Carpenters
Shaun Cassidy,https://en.wikipedia.org/wiki/Shaun_Cassidy
The Cataracs,https://en.wikipedia.org/wiki/The_Cataracs
Peter Cetera,https://en.wikipedia.org/wiki/Peter_Cetera
The Chainsmokers,https://en.wikipedia.org/wiki/The_Chainsmokers
Chamillionaire,https://en.wikipedia.org/wiki/Chamillionaire
The Champs,https://en.wikipedia.org/wiki/The_Champs
Chance the Rapper,https://en.wikipedia.org/wiki/Chance_the_Rapper
Gene Chandler,https://en.wikipedia.org/wiki/Gene_Chandler
Bruce Channel,https://en.wikipedia.org/wiki/Bruce_Channel
Harry Chapin,https://en.wikipedia.org/wiki/Harry_Chapin
Ray Charles,https://en.wikipedia.org/wiki/Ray_Charles
Cheap Trick,https://en.wikipedia.org/wiki/Cheap_Trick
Chubby Checker,https://en.wikipedia.org/wiki/Chubby_Checker
Cher,https://en.wikipedia.org/wiki/Cher
Chic (band),https://en.wikipedia.org/wiki/Chic_(band)
Chicago (band),https://en.wikipedia.org/wiki/Chicago_(band)
The Chiffons,https://en.wikipedia.org/wiki/The_Chiffons
The Chi-Lites,https://en.wikipedia.org/wiki/The_Chi-Lites
The Chordettes,https://en.wikipedia.org/wiki/The_Chordettes
Lou Christie,https://en.wikipedia.org/wiki/Lou_Christie
Ciara,https://en.wikipedia.org/wiki/Ciara
Eric Clapton,https://en.wikipedia.org/wiki/Eric_Clapton
The Dave Clark Five,https://en.wikipedia.org/wiki/The_Dave_Clark_Five
Petula Clark,https://en.wikipedia.org/wiki/Petula_Clark
Kelly Clarkson,https://en.wikipedia.org/wiki/Kelly_Clarkson
The Coasters,https://en.wikipedia.org/wiki/The_Coasters
Joe Cocker,https://en.wikipedia.org/wiki/Joe_Cocker
Coldplay,https://en.wikipedia.org/wiki/Coldplay
Phil Collins,https://en.wikipedia.org/wiki/Phil_Collins
Color Me Badd,https://en.wikipedia.org/wiki/Color_Me_Badd
Commodores,https://en.wikipedia.org/wiki/Commodores
Perry Como,https://en.wikipedia.org/wiki/Perry_Como
Bill Conti,https://en.wikipedia.org/wiki/Bill_Conti
Sam Cooke,https://en.wikipedia.org/wiki/Sam_Cooke
Coolio,https://en.wikipedia.org/wiki/Coolio
Bradley Cooper,https://en.wikipedia.org/wiki/Bradley_Cooper
Crazy Town,https://en.wikipedia.org/wiki/Crazy_Town
Creed (band),https://en.wikipedia.org/wiki/Creed_(band)
The Crickets,https://en.wikipedia.org/wiki/The_Crickets
Jim Croce,https://en.wikipedia.org/wiki/Jim_Croce
Christopher Cross,https://en.wikipedia.org/wiki/Christopher_Cross
Taio Cruz,https://en.wikipedia.org/wiki/Taio_Cruz
The Crystals,https://en.wikipedia.org/wiki/The_Crystals
Kid Cudi,https://en.wikipedia.org/wiki/Kid_Cudi
Culture Club,https://en.wikipedia.org/wiki/Culture_Club
Cutting Crew,https://en.wikipedia.org/wiki/Cutting_Crew
Billy Ray Cyrus,https://en.wikipedia.org/wiki/Billy_Ray_Cyrus
Miley Cyrus,https://en.wikipedia.org/wiki/Miley_Cyrus
D4L,https://en.wikipedia.org/wiki/D4L
DaBaby,https://en.wikipedia.org/wiki/DaBaby
Daft Punk,https://en.wikipedia.org/wiki/Daft_Punk
Ray Dalton,https://en.wikipedia.org/wiki/Ray_Dalton
Michael Damian,https://en.wikipedia.org/wiki/Michael_Damian
Terence Trent D'Arby,https://en.wikipedia.org/wiki/Terence_Trent_D%27Arby
Bobby Darin,https://en.wikipedia.org/wiki/Bobby_Darin
Mac Davis,https://en.wikipedia.org/wiki/Mac_Davis
"Sammy Davis, Jr.","https://en.wikipedia.org/wiki/Sammy_Davis,_Jr."
Taylor Dayne,https://en.wikipedia.org/wiki/Taylor_Dayne
Jimmy Dean,https://en.wikipedia.org/wiki/Jimmy_Dean
Kiki Dee,https://en.wikipedia.org/wiki/Kiki_Dee
Rick Dees,https://en.wikipedia.org/wiki/Rick_Dees
Def Leppard,https://en.wikipedia.org/wiki/Def_Leppard
John Denver,https://en.wikipedia.org/wiki/John_Denver
Jason Derulo,https://en.wikipedia.org/wiki/Jason_Derulo
Desiigner,https://en.wikipedia.org/wiki/Desiigner
Destiny's Child,https://en.wikipedia.org/wiki/Destiny%27s_Child
Dev (singer),https://en.wikipedia.org/wiki/Dev_(singer)
Dexys Midnight Runners,https://en.wikipedia.org/wiki/Dexys_Midnight_Runners
Neil Diamond,https://en.wikipedia.org/wiki/Neil_Diamond
Dion DiMucci,https://en.wikipedia.org/wiki/Dion_DiMucci
Celine Dion,https://en.wikipedia.org/wiki/Celine_Dion
Iann Dior,https://en.wikipedia.org/wiki/Iann_Dior
Dire Straits,https://en.wikipedia.org/wiki/Dire_Straits
The Dixie Cups,https://en.wikipedia.org/wiki/The_Dixie_Cups
DJ Khaled,https://en.wikipedia.org/wiki/DJ_Khaled
Dr. Dre,https://en.wikipedia.org/wiki/Dr._Dre
Doja Cat,https://en.wikipedia.org/wiki/Doja_Cat
Donovan,https://en.wikipedia.org/wiki/Donovan
The Doobie Brothers,https://en.wikipedia.org/wiki/The_Doobie_Brothers
The Doors,https://en.wikipedia.org/wiki/The_Doors
Drake (rapper),https://en.wikipedia.org/wiki/Drake_(rapper)
The Drifters,https://en.wikipedia.org/wiki/The_Drifters
Duran Duran,https://en.wikipedia.org/wiki/Duran_Duran
Eagles (band),https://en.wikipedia.org/wiki/Eagles_(band)
"Earth, Wind & Fire","https://en.wikipedia.org/wiki/Earth,_Wind_%26_Fire"
Sheena Easton,https://en.wikipedia.org/wiki/Sheena_Easton
Billie Eilish,https://en.wikipedia.org/wiki/Billie_Eilish
Yvonne Elliman,https://en.wikipedia.org/wiki/Yvonne_Elliman
EMF (band),https://en.wikipedia.org/wiki/EMF_(band)
Eminem,https://en.wikipedia.org/wiki/Eminem
The Emotions,https://en.wikipedia.org/wiki/The_Emotions
Gloria Estefan,https://en.wikipedia.org/wiki/Gloria_Estefan
Miami Sound Machine,https://en.wikipedia.org/wiki/Miami_Sound_Machine
Eurythmics,https://en.wikipedia.org/wiki/Eurythmics
Faith Evans,https://en.wikipedia.org/wiki/Faith_Evans
The Everly Brothers,https://en.wikipedia.org/wiki/The_Everly_Brothers
Extreme (band),https://en.wikipedia.org/wiki/Extreme_(band)
Shelley Fabares,https://en.wikipedia.org/wiki/Shelley_Fabares
Percy Faith,https://en.wikipedia.org/wiki/Percy_Faith
Falco (musician),https://en.wikipedia.org/wiki/Falco_(musician)
Fantasia Barrino,https://en.wikipedia.org/wiki/Fantasia_Barrino
Far East Movement,https://en.wikipedia.org/wiki/Far_East_Movement
Fergie (singer),https://en.wikipedia.org/wiki/Fergie_(singer)
The Fifth Dimension,https://en.wikipedia.org/wiki/The_Fifth_Dimension
Fine Young Cannibals,https://en.wikipedia.org/wiki/Fine_Young_Cannibals
Roberta Flack,https://en.wikipedia.org/wiki/Roberta_Flack
Fleetwood Mac,https://en.wikipedia.org/wiki/Fleetwood_Mac
Flo Rida,https://en.wikipedia.org/wiki/Flo_Rida
Luis Fonsi,https://en.wikipedia.org/wiki/Luis_Fonsi
Tennessee Ernie Ford,https://en.wikipedia.org/wiki/Tennessee_Ernie_Ford
Elvis Presley,https://en.wikipedia.org/wiki/Elvis_Presley
Michael Jackson,https://en.wikipedia.org/wiki/Michael_Jackson
Elton John,https://en.wikipedia.org/wiki/Elton_John
Madonna,https://en.wikipedia.org/wiki/Madonna
Led Zeppelin,https://en.wikipedia.org/wiki/Led_Zeppelin
Rihanna,https://en.wikipedia.org/wiki/Rihanna
Pink Floyd,https://en.wikipedia.org/wiki/Pink_Floyd
Taylor Swift,https://en.wikipedia.org/wiki/Taylor_Swift
Queen (band),https://en.wikipedia.org/wiki/Queen_(band)
Whitney Houston,https://en.wikipedia.org/wiki/Whitney_Houston
AC/DC,https://en.wikipedia.org/wiki/AC/DC
The Rolling Stones,https://en.wikipedia.org/wiki/The_Rolling_Stones
Drake (musician),https://en.wikipedia.org/wiki/Drake_(musician)
Garth Brooks,https://en.wikipedia.org/wiki/Garth_Brooks
Kanye West,https://en.wikipedia.org/wiki/Kanye_West
Ed Sheeran,https://en.wikipedia.org/wiki/Ed_Sheeran
Billy Joel,https://en.wikipedia.org/wiki/Billy_Joel
U2,https://en.wikipedia.org/wiki/U2
Barbra Streisand,https://en.wikipedia.org/wiki/Barbra_Streisand
Katy Perry,https://en.wikipedia.org/wiki/Katy_Perry
Bruce Springsteen,https://en.wikipedia.org/wiki/Bruce_Springsteen
Bruno Mars,https://en.wikipedia.org/wiki/Bruno_Mars
Jay-Z,https://en.wikipedia.org/wiki/Jay-Z
Metallica,https://en.wikipedia.org/wiki/Metallica
Lady Gaga,https://en.wikipedia.org/wiki/Lady_Gaga
Lil Wayne,https://en.wikipedia.org/wiki/Lil_Wayne
Maroon 5,https://en.wikipedia.org/wiki/Maroon_5
Rod Stewart,https://en.wikipedia.org/wiki/Rod_Stewart
Nicki Minaj,https://en.wikipedia.org/wiki/Nicki_Minaj
Red Hot Chili Peppers,https://en.wikipedia.org/wiki/Red_Hot_Chili_Peppers
Linkin Park,https://en.wikipedia.org/wiki/Linkin_Park
B'z,https://en.wikipedia.org/wiki/B%27z
Britney Spears,https://en.wikipedia.org/wiki/Britney_Spears
Pink (singer),https://en.wikipedia.org/wiki/Pink_(singer)
George Strait,https://en.wikipedia.org/wiki/George_Strait
Shania Twain,https://en.wikipedia.org/wiki/Shania_Twain
Guns N' Roses,https://en.wikipedia.org/wiki/Guns_N%27_Roses
Backstreet Boys,https://en.wikipedia.org/wiki/Backstreet_Boys
Prince (musician),https://en.wikipedia.org/wiki/Prince_(musician)
Paul McCartney,https://en.wikipedia.org/wiki/Paul_McCartney
Santana (band),https://en.wikipedia.org/wiki/Santana_(band)
Kenny Rogers,https://en.wikipedia.org/wiki/Kenny_Rogers
Simon & Garfunkel,https://en.wikipedia.org/wiki/Simon_%26_Garfunkel
Janet Jackson,https://en.wikipedia.org/wiki/Janet_Jackson
Julio Iglesias,https://en.wikipedia.org/wiki/Julio_Iglesias
Bob Dylan,https://en.wikipedia.org/wiki/Bob_Dylan
Genesis (band),https://en.wikipedia.org/wiki/Genesis_(band)
Stevie Wonder,https://en.wikipedia.org/wiki/Stevie_Wonder
James Taylor,https://en.wikipedia.org/wiki/James_Taylor
Olivia Newton-John,https://en.wikipedia.org/wiki/Olivia_Newton-John
Tina Turner,https://en.wikipedia.org/wiki/Tina_Turner
Linda Ronstadt,https://en.wikipedia.org/wiki/Linda_Ronstadt
Donna Summer,https://en.wikipedia.org/wiki/Donna_Summer
Alicia Keys,https://en.wikipedia.org/wiki/Alicia_Keys
Lionel Richie,https://en.wikipedia.org/wiki/Lionel_Richie
Johnny Cash,https://en.wikipedia.org/wiki/Johnny_Cash
Justin Timberlake,https://en.wikipedia.org/wiki/Justin_Timberlake
Ariana Grande,https://en.wikipedia.org/wiki/Ariana_Grande
R.E.M.,https://en.wikipedia.org/wiki/R.E.M.
Tim McGraw,https://en.wikipedia.org/wiki/Tim_McGraw
Van Halen,https://en.wikipedia.org/wiki/Van_Halen
Journey (band),https://en.wikipedia.org/wiki/Journey_(band)
Ayumi Hamasaki,https://en.wikipedia.org/wiki/Ayumi_Hamasaki
George Michael,https://en.wikipedia.org/wiki/George_Michael
Foreigner (band),https://en.wikipedia.org/wiki/Foreigner_(band)
Meat Loaf,https://en.wikipedia.org/wiki/Meat_Loaf
Tom Petty,https://en.wikipedia.org/wiki/Tom_Petty
Johnny Hallyday,https://en.wikipedia.org/wiki/Johnny_Hallyday
The Weeknd,https://en.wikipedia.org/wiki/The_Weeknd
Luke Bryan,https://en.wikipedia.org/wiki/Luke_Bryan
Usher (singer),https://en.wikipedia.org/wiki/Usher_(singer)
Shakira,https://en.wikipedia.org/wiki/Shakira
Tupac Shakur,https://en.wikipedia.org/wiki/Tupac_Shakur
R. Kelly,https://en.wikipedia.org/wiki/R._Kelly
Nirvana (band),https://en.wikipedia.org/wiki/Nirvana_(band)
Kenny G,https://en.wikipedia.org/wiki/Kenny_G
Enya,https://en.wikipedia.org/wiki/Enya
Alabama (American band),https://en.wikipedia.org/wiki/Alabama_(American_band)
Bob Seger,https://en.wikipedia.org/wiki/Bob_Seger
Bob Marley,https://en.wikipedia.org/wiki/Bob_Marley
The Police,https://en.wikipedia.org/wiki/The_Police
Barry Manilow,https://en.wikipedia.org/wiki/Barry_Manilow
Kiss (band),https://en.wikipedia.org/wiki/Kiss_(band)
Aretha Franklin,https://en.wikipedia.org/wiki/Aretha_Franklin
