title,link
Truist Financial,https://en.wikipedia.org/wiki/Truist_Financial
Applied Materials,https://en.wikipedia.org/wiki/Applied_Materials
BlackRock,https://en.wikipedia.org/wiki/BlackRock
Stanley Black & Decker,https://en.wikipedia.org/wiki/Stanley_Black_%26_Decker
Freeport-McMoRan,https://en.wikipedia.org/wiki/Freeport-McMoRan
Texas Instruments,https://en.wikipedia.org/wiki/Texas_Instruments
Biogen,https://en.wikipedia.org/wiki/Biogen
Parker Hannifin,https://en.wikipedia.org/wiki/Parker_Hannifin
ADP (company),https://en.wikipedia.org/wiki/ADP_(company)
Uber,https://en.wikipedia.org/wiki/Uber
VF Corporation,https://en.wikipedia.org/wiki/VF_Corporation
Las Vegas Sands,https://en.wikipedia.org/wiki/Las_Vegas_Sands
Textron,https://en.wikipedia.org/wiki/Textron
Kellogg's,https://en.wikipedia.org/wiki/Kellogg%27s
State Street Corporation,https://en.wikipedia.org/wiki/State_Street_Corporation
U.S. Steel,https://en.wikipedia.org/wiki/U.S._Steel
L Brands,https://en.wikipedia.org/wiki/L_Brands
MGM Resorts International,https://en.wikipedia.org/wiki/MGM_Resorts_International
Dish Network,https://en.wikipedia.org/wiki/Dish_Network
Consolidated Edison,https://en.wikipedia.org/wiki/Consolidated_Edison
Expedia Group,https://en.wikipedia.org/wiki/Expedia_Group
AutoZone,https://en.wikipedia.org/wiki/AutoZone
Charles Schwab Corporation,https://en.wikipedia.org/wiki/Charles_Schwab_Corporation
Ally Financial,https://en.wikipedia.org/wiki/Ally_Financial
Live Nation Entertainment,https://en.wikipedia.org/wiki/Live_Nation_Entertainment
Corning Inc.,https://en.wikipedia.org/wiki/Corning_Inc.
Ball Corporation,https://en.wikipedia.org/wiki/Ball_Corporation
Fox Corporation,https://en.wikipedia.org/wiki/Fox_Corporation
Baxter International,https://en.wikipedia.org/wiki/Baxter_International
Norfolk Southern Corp,https://en.wikipedia.org/wiki/Norfolk_Southern_Corp
Navistar International,https://en.wikipedia.org/wiki/Navistar_International
Adobe Inc.,https://en.wikipedia.org/wiki/Adobe_Inc.
J.C. Penney,https://en.wikipedia.org/wiki/J.C._Penney
"Discovery, Inc.","https://en.wikipedia.org/wiki/Discovery,_Inc."
Keurig Dr Pepper,https://en.wikipedia.org/wiki/Keurig_Dr_Pepper
IQVIA,https://en.wikipedia.org/wiki/IQVIA
Nvidia,https://en.wikipedia.org/wiki/Nvidia
EBay,https://en.wikipedia.org/wiki/EBay
Boston Scientific,https://en.wikipedia.org/wiki/Boston_Scientific
Office Depot,https://en.wikipedia.org/wiki/Office_Depot
Molson Coors Beverage Company,https://en.wikipedia.org/wiki/Molson_Coors_Beverage_Company
Walmart,https://en.wikipedia.org/wiki/Walmart
Amazon (company),https://en.wikipedia.org/wiki/Amazon_(company)
Apple Inc.,https://en.wikipedia.org/wiki/Apple_Inc.
CVS Health,https://en.wikipedia.org/wiki/CVS_Health
ExxonMobil,https://en.wikipedia.org/wiki/ExxonMobil
UnitedHealth Group,https://en.wikipedia.org/wiki/UnitedHealth_Group
Berkshire Hathaway,https://en.wikipedia.org/wiki/Berkshire_Hathaway
McKesson Corporation,https://en.wikipedia.org/wiki/McKesson_Corporation
AmerisourceBergen,https://en.wikipedia.org/wiki/AmerisourceBergen
Alphabet Inc.,https://en.wikipedia.org/wiki/Alphabet_Inc.
AT&T,https://en.wikipedia.org/wiki/AT%26T
Cigna,https://en.wikipedia.org/wiki/Cigna
Ford Motor Company,https://en.wikipedia.org/wiki/Ford_Motor_Company
Costco,https://en.wikipedia.org/wiki/Costco
FedEx,https://en.wikipedia.org/wiki/FedEx
Chevron Corporation,https://en.wikipedia.org/wiki/Chevron_Corporation
Cardinal Health,https://en.wikipedia.org/wiki/Cardinal_Health
Microsoft,https://en.wikipedia.org/wiki/Microsoft
JPMorgan Chase,https://en.wikipedia.org/wiki/JPMorgan_Chase
General Motors,https://en.wikipedia.org/wiki/General_Motors
Walgreens Boots Alliance,https://en.wikipedia.org/wiki/Walgreens_Boots_Alliance
Verizon Communications,https://en.wikipedia.org/wiki/Verizon_Communications
Marathon Petroleum,https://en.wikipedia.org/wiki/Marathon_Petroleum
Kroger,https://en.wikipedia.org/wiki/Kroger
Fannie Mae,https://en.wikipedia.org/wiki/Fannie_Mae
Bank of America,https://en.wikipedia.org/wiki/Bank_of_America
The Home Depot,https://en.wikipedia.org/wiki/The_Home_Depot
Phillips 66,https://en.wikipedia.org/wiki/Phillips_66
Comcast,https://en.wikipedia.org/wiki/Comcast
Anthem (company),https://en.wikipedia.org/wiki/Anthem_(company)
Wells Fargo,https://en.wikipedia.org/wiki/Wells_Fargo
Citigroup,https://en.wikipedia.org/wiki/Citigroup
Valero Energy,https://en.wikipedia.org/wiki/Valero_Energy
General Electric,https://en.wikipedia.org/wiki/General_Electric
"Meta Platforms, Inc.","https://en.wikipedia.org/wiki/Meta_Platforms,_Inc."
Johnson & Johnson,https://en.wikipedia.org/wiki/Johnson_%26_Johnson
State Farm,https://en.wikipedia.org/wiki/State_Farm
Target Corporation,https://en.wikipedia.org/wiki/Target_Corporation
Intel,https://en.wikipedia.org/wiki/Intel
IBM,https://en.wikipedia.org/wiki/IBM
United Technologies,https://en.wikipedia.org/wiki/United_Technologies
Boeing,https://en.wikipedia.org/wiki/Boeing
Procter & Gamble,https://en.wikipedia.org/wiki/Procter_%26_Gamble
Freddie Mac,https://en.wikipedia.org/wiki/Freddie_Mac
Centene,https://en.wikipedia.org/wiki/Centene
United Parcel Service,https://en.wikipedia.org/wiki/United_Parcel_Service
Lowe's,https://en.wikipedia.org/wiki/Lowe%27s
PepsiCo,https://en.wikipedia.org/wiki/PepsiCo
MetLife,https://en.wikipedia.org/wiki/MetLife
The Walt Disney Company,https://en.wikipedia.org/wiki/The_Walt_Disney_Company
Lockheed Martin,https://en.wikipedia.org/wiki/Lockheed_Martin
Humana,https://en.wikipedia.org/wiki/Humana
Prudential Financial,https://en.wikipedia.org/wiki/Prudential_Financial
Archer Daniels Midland,https://en.wikipedia.org/wiki/Archer_Daniels_Midland
HP Inc.,https://en.wikipedia.org/wiki/HP_Inc.
Goldman Sachs,https://en.wikipedia.org/wiki/Goldman_Sachs
Morgan Stanley,https://en.wikipedia.org/wiki/Morgan_Stanley
Caterpillar Inc.,https://en.wikipedia.org/wiki/Caterpillar_Inc.
Cisco,https://en.wikipedia.org/wiki/Cisco
Pfizer,https://en.wikipedia.org/wiki/Pfizer
HCA Healthcare,https://en.wikipedia.org/wiki/HCA_Healthcare
AIG,https://en.wikipedia.org/wiki/AIG
American Express,https://en.wikipedia.org/wiki/American_Express
Delta Air Lines,https://en.wikipedia.org/wiki/Delta_Air_Lines
Merck & Co.,https://en.wikipedia.org/wiki/Merck_%26_Co.
American Airlines,https://en.wikipedia.org/wiki/American_Airlines
Charter Communications,https://en.wikipedia.org/wiki/Charter_Communications
Allstate,https://en.wikipedia.org/wiki/Allstate
Best Buy,https://en.wikipedia.org/wiki/Best_Buy
Liberty Mutual Group,https://en.wikipedia.org/wiki/Liberty_Mutual_Group
Dow Chemical Company,https://en.wikipedia.org/wiki/Dow_Chemical_Company
Tyson Foods,https://en.wikipedia.org/wiki/Tyson_Foods
Oracle Corporation,https://en.wikipedia.org/wiki/Oracle_Corporation
General Dynamics,https://en.wikipedia.org/wiki/General_Dynamics
John Deere,https://en.wikipedia.org/wiki/John_Deere
"Nike, Inc.","https://en.wikipedia.org/wiki/Nike,_Inc."
Publix,https://en.wikipedia.org/wiki/Publix
Coca-Cola Company,https://en.wikipedia.org/wiki/Coca-Cola_Company
Massachusetts Mutual Life Insurance Company,https://en.wikipedia.org/wiki/Massachusetts_Mutual_Life_Insurance_Company
Honeywell,https://en.wikipedia.org/wiki/Honeywell
ConocoPhillips,https://en.wikipedia.org/wiki/ConocoPhillips
Exelon,https://en.wikipedia.org/wiki/Exelon
Northrop Grumman,https://en.wikipedia.org/wiki/Northrop_Grumman
Capital One,https://en.wikipedia.org/wiki/Capital_One
AbbVie,https://en.wikipedia.org/wiki/AbbVie
